neighbourhood,neighbourhood_group,Area,Type,Latitude,Longitude,Bath_s_,Bedroom_s_,Rent
E-7, Islamabad,44,House,33.7253134,73.04544231,6,8,1900
E-7, Islamabad,44,House,33.7253134,73.04544231,6,8,1700
E-7, Islamabad,44,House,33.7253134,73.04544231,6,7,1200
E-7, Islamabad,40,House,33.7253134,73.04544231,6,5,955
E-7, Islamabad,44,House,33.7253134,73.04544231,5,5,850
E-7, Islamabad,40,House,33.7253134,73.04544231,5,4,850
F-6, Islamabad,48,House,33.7286213,73.0735239,6,8,1950
F-6, Islamabad,80,House,33.7286213,73.0735239,8,7,2000
F-6, Islamabad,40,House,33.7286213,73.0735239,7,6,1035
F-6, Islamabad,40,House,33.7286213,73.0735239,6,6,780
F-6, Islamabad,20,House,33.7286213,73.0735239,5,5,740
F-6, Islamabad,40,House,33.7286213,73.0735239,6,5,600
F-6, Islamabad,24,House,33.7286213,73.0735239,6,5,600
F-6, Islamabad,20,House,33.7286213,73.0735239,5,4,730
F-6, Islamabad,20,House,33.7286213,73.0735239,3,3,400
F-7, Islamabad,26,House,33.7204333,73.0561174,6,7,1500
F-8, Islamabad,40,House,33.7115043,73.0396002,6,8,1600
F-8, Islamabad,40,House,33.7115043,73.0396002,6,7,1700
F-8, Islamabad,40,House,33.7115043,73.0396002,6,6,1550
F-8, Islamabad,48,House,33.7115043,73.0396002,5,6,830
F-8, Islamabad,20,House,33.7115043,73.0396002,5,6,680
F-8, Islamabad,20,House,33.7115043,73.0396002,6,5,1000
F-8, Islamabad,36,House,33.7115043,73.0396002,6,5,820
G-6, Islamabad,40,House,33.7154283,73.0856414,6,5,975
G-6, Islamabad,20,House,33.7154283,73.0856414,6,5,450
G-6, Islamabad,20,House,33.7154283,73.0856414,5,5,375
G-6, Islamabad,12,House,33.7154283,73.0856414,5,5,350
G-6, Islamabad,10,House,33.7154283,73.0856414,5,5,350
G-6, Islamabad,10,House,33.7154283,73.0856414,5,5,300
G-9, Islamabad,10,House,33.6914356,73.0307196,5,10,350
G-9, Islamabad,6,House,33.6914356,73.0307196,6,7,450
G-9, Islamabad,6,House,33.6914356,73.0307196,6,7,200
G-9, Islamabad,12,House,33.6914356,73.0307196,5,5,300
G-9, Islamabad,10,House,33.6914356,73.0307196,4,5,275
G-9, Islamabad,10,House,33.6914356,73.0307196,5,5,275
G-9, Islamabad,10,House,33.6914356,73.0307196,5,5,275
B-17, Islamabad,20,House,33.6903984,72.8286389,4,4,80
B-17, Islamabad,5,House,33.6903984,72.8286389,3,3,50
B-17, Islamabad,5,House,33.6903984,72.8286389,3,3,45
B-17, Islamabad,4.5,House,33.6903984,72.8286389,3,3,40
B-17, Islamabad,5,House,33.6903984,72.8286389,3,3,38
D-17, Islamabad,6.9,House,33.6571475,72.8546185,6,6,75
D-17, Islamabad,10,House,33.6571475,72.8546185,5,5,85
D-17, Islamabad,8,House,33.6571475,72.8546185,4,4,70
D-18, Islamabad,20,House,14.5538586,121.1353647,6,6,160
E-11, Islamabad,20,House,33.6951189,72.972418,6,10,400
F-11, Islamabad,26,House,33.6843932,72.989544,5,10,700
F-11, Islamabad,22,House,33.6843932,72.989544,6,6,350
F-11, Islamabad,20,House,33.6843932,72.989544,6,5,450
F-11, Islamabad,22,House,33.6843932,72.989544,6,5,400
G-10, Islamabad,20,House,33.6777223,73.0187007,6,8,500
G-13, Islamabad,4,House,33.6514525,72.9620722,4,3,70
G-16, Islamabad,48,House,33.6263457,72.9146691,6,8,290
G-16, Islamabad,7,House,33.6263457,72.9146691,6,5,100
G-16, Islamabad,8,House,33.6263457,72.9146691,3,3,45
H-13, Islamabad,8,House,33.6366772,72.9754502,6,7,115
H-13, Islamabad,5,House,33.6366772,72.9754502,3,4,50
I-10, Islamabad,6,House,33.6482061,73.0369194,4,4,90
I-10, Islamabad,5,House,33.6482061,73.0369194,3,4,85
I-10, Islamabad,6,House,33.6482061,73.0369194,4,4,85
I-10, Islamabad,6,House,33.6482061,73.0369194,3,4,80
I-11, Islamabad,5,House,33.6406724,73.0206898,6,5,85
I-11, Islamabad,5,House,33.6406724,73.0206898,6,4,100
I-11, Islamabad,5,House,33.6406724,73.0206898,2,2,50
I-11, Islamabad,5,House,33.6406724,73.0206898,2,2,48
I-14, Islamabad,8.5,House,33.6116096,72.9674477,5,5,90
I-14, Islamabad,6,House,33.6116096,72.9674477,5,5,65
I-14, Islamabad,6,House,33.6116096,72.9674477,5,5,60
I-14, Islamabad,5,House,33.6116096,72.9674477,5,5,60
I-14, Islamabad,7,House,33.6116096,72.9674477,3,3,50
I-14, Islamabad,5,House,33.6116096,72.9674477,2,2,30
F-6/1, Islamabad,26,House,33.72486405,73.07362221,5,4,800
F-6/1, Islamabad,22,House,33.72486405,73.07362221,4,4,400
F-6/1, Islamabad,20,House,33.72486405,73.07362221,4,3,715
F-6/2, Islamabad,4,House,33.73064445,73.06852239,6,11,750
F-6/2, Islamabad,48,House,33.73064445,73.06852239,6,7,1400
F-6/2, Islamabad,24,House,33.73064445,73.06852239,6,6,1200
F-6/2, Islamabad,26,House,33.73064445,73.06852239,5,5,650
F-6/2, Islamabad,40,House,33.73064445,73.06852239,4,4,1250
F-6/3, Islamabad,72,House,33.7358652,73.07641414,6,11,5000
F-6/3, Islamabad,32,House,33.7358652,73.07641414,6,11,2450
F-6/3, Islamabad,42,House,33.7358652,73.07641414,6,10,2000
F-6/3, Islamabad,48,House,33.7358652,73.07641414,6,7,1600
F-6/3, Islamabad,26,House,33.7358652,73.07641414,6,6,1400
F-6/3, Islamabad,20,House,33.7358652,73.07641414,6,5,1200
F-6/3, Islamabad,80,House,33.7358652,73.07641414,5,0,3600
F-6/4, Islamabad,50,House,33.7286412,73.082677,6,6,2800
F-7/1, Islamabad,26,House,33.71548185,73.05589627,6,7,1200
F-7/1, Islamabad,26,House,33.71548185,73.05589627,7,6,600
F-7/1, Islamabad,20,House,33.71548185,73.05589627,3,3,500
F-7/1, Islamabad,20,House,33.71548185,73.05589627,4,3,500
F-7/2, Islamabad,20,House,33.7208319,73.05020291,6,6,1350
F-7/2, Islamabad,50,House,33.7208319,73.05020291,6,6,800
F-7/2, Islamabad,20,House,33.7208319,73.05020291,6,5,850
F-7/3, Islamabad,32,House,33.7264496,73.05900418,6,7,2000
F-8/1, Islamabad,40,House,33.7080283,73.03549453,6,8,1100
F-8/1, Islamabad,10,House,33.7080283,73.03549453,2,2,318
F-8/2, Islamabad,22,House,33.713856,73.03330714,6,7,850
F-8/2, Islamabad,22,House,33.713856,73.03330714,6,7,850
F-8/2, Islamabad,36,House,33.713856,73.03330714,6,7,700
F-8/2, Islamabad,26,House,33.713856,73.03330714,6,6,800
F-8/3, Islamabad,40,House,33.71607365,73.04304059,5,5,2434
F-8/3, Islamabad,40,House,33.71607365,73.04304059,5,5,2291
F-8/3, Islamabad,20,House,33.71607365,73.04304059,5,5,866
F-8/3, Islamabad,20,House,33.71607365,73.04304059,5,5,578
F-8/3, Islamabad,20,House,33.71607365,73.04304059,6,6,1155
F-8/4, Islamabad,20,House,33.70927865,73.04592737,6,7,1000
F-8/4, Islamabad,20,House,33.70927865,73.04592737,6,6,850
F-8/4, Islamabad,40,House,33.70927865,73.04592737,5,5,1152
F-8/4, Islamabad,26,House,33.70927865,73.04592737,5,5,864
G-6/2, Islamabad,10,House,33.71593175,73.079018,5,5,315
G-6/3, Islamabad,74,House,33.7209609,73.08831368,6,8,3500
G-6/3, Islamabad,64,House,33.7209609,73.08831368,6,5,1200
G-6/3, Islamabad,20,House,33.7209609,73.08831368,5,5,400
G-6/4, Islamabad,26,House,33.7148357,73.09276807,6,10,3000
G-6/4, Islamabad,26,House,33.7148357,73.09276807,6,9,3000
G-9/3, Islamabad,6,House,33.6931761,73.036509,4,4,160
G-9/3, Islamabad,6,House,33.6931761,73.036509,4,4,150
D-12/4, Islamabad,10.9,House,33.7018409,72.95518845,4,4,300
D-12/4, Islamabad,4,House,33.7018409,72.95518845,5,4,110
E-11/3, Islamabad,20,House,33.7025879,72.9776753,6,6,450
E-11/4, Islamabad,8,House,33.6981983,72.9845288,5,5,50
E-16/3, Islamabad,10,House,33.6523786,72.8830284,3,3,40
E-17/3, Islamabad,20,House,33.6479523,72.8622667,5,5,45
F-10/1, Islamabad,20,House,33.6857414,73.00269007,8,8,1000
F-10/4, Islamabad,20,House,33.6898642,73.01194295,6,6,425
F-10/4, Islamabad,22,House,33.6898642,73.01194295,4,5,450
F-11/3, Islamabad,20,House,33.6900186,72.99036831,5,5,400
F-11/4, Islamabad,26,House,33.6831454,72.99505219,6,7,750
F-11/4, Islamabad,20,House,33.6831454,72.99505219,5,5,380
F-17/2, Islamabad,8,House,33.6312813,72.8802819,6,4,72
G-10/1, Islamabad,7,House,33.67204215,73.01270185,2,4,120
G-10/2, Islamabad,12,House,33.67513905,73.00871369,5,5,230
G-10/2, Islamabad,10.9,House,33.67513905,73.00871369,5,4,160
G-10/3, Islamabad,20,House,33.6849014,73.01853842,5,5,170
G-10/4, Islamabad,7,House,33.67871845,73.02256829,2,4,135
G-13/2, Islamabad,8,House,33.65136225,72.95694911,6,5,145
G-13/2, Islamabad,7,House,33.65136225,72.95694911,6,5,145
G-13/2, Islamabad,7,House,33.65136225,72.95694911,5,5,140
G-13/2, Islamabad,7,House,33.65136225,72.95694911,6,4,125
G-13/3, Islamabad,10,House,33.6555379,72.96508744,5,5,165
G-13/3, Islamabad,10,House,33.6555379,72.96508744,5,4,145
G-13/3, Islamabad,7,House,33.6555379,72.96508744,2,2,55
Islamabad/3, Islamabad,20,House,33.66361245,73.02663611,5,5,250
Islamabad/4, Islamabad,8,House,33.7009974,73.0478794,5,5,95
Islamabad/4, Islamabad,8,House,33.7009974,73.0478794,5,5,80
I-10/2, Islamabad,6,House,33.64880775,73.03075263,3,5,85
I-10/2, Islamabad,6,House,33.64880775,73.03075263,4,4,100
I-10/2, Islamabad,6,House,33.64880775,73.03075263,4,4,85
I-10/4, Islamabad,6,House,33.6466897,73.04550318,2,2,50
I-11/2, Islamabad,6,House,14.5538586,121.1353647,2,2,45
I-14/4, Islamabad,0,House,33.6083411,72.97235505,2,2,45
Tarlai, Islamabad,10,House,33.6407497,73.1535064,3,4,35
GT Road, Rawalpindi,60,House,33.6448306,72.83834,5,11,350
Lalazar, Rawalpindi,10,House,33.7951464,72.722776,4,4,55
Askari 7, Rawalpindi,20,House,33.5595946,73.0635453,4,4,90
Askari 7, Rawalpindi,10,House,33.5595946,73.0635453,3,3,90
Askari 7, Rawalpindi,10,House,33.5595946,73.0635453,3,3,87
Askari 8, Rawalpindi,20,House,33.8192203,72.72390158,5,5,200
Askari 8, Rawalpindi,20,House,33.8192203,72.72390158,4,4,200
Askari 9, Rawalpindi,15,House,33.8192203,72.72390158,5,5,180
CBR Town, Islamabad,8,House,33.55735025,73.1409359,6,5,260
CBR Town, Islamabad,8,House,33.55735025,73.1409359,6,5,85
Askari 10, Rawalpindi,10,House,33.5868819,73.0770936,6,5,120
Askari 13, Rawalpindi,20,House,33.5674894,73.0627298,5,5,145
Askari 13, Rawalpindi,10,House,33.5674894,73.0627298,6,5,115
Askari 13, Rawalpindi,12,House,33.5674894,73.0627298,5,4,130
Askari 13, Rawalpindi,10,House,33.5674894,73.0627298,5,4,125
Askari 13, Rawalpindi,10,House,33.5674894,73.0627298,4,4,120
Askari 13, Rawalpindi,10,House,33.5674894,73.0627298,4,4,110
Askari 13, Rawalpindi,7,House,33.5674894,73.0627298,4,4,85
Bani Gala, Islamabad,12,House,33.7100588,73.1535951,4,2,50
DHA Homes, Islamabad,8,House,33.4967048,73.2788512,4,4,25
DHA Homes, Islamabad,8,House,33.4967048,73.2788512,3,3,27
DHA Homes, Islamabad,5,House,33.4967048,73.2788512,2,2,12
Westridge, Rawalpindi,20,House,33.6101302,73.0219467,4,3,135
Bhara kahu, Islamabad,5,House,33.7366096,73.1885646,4,4,25
DHA Valley, Islamabad,5,House,33.5291852,73.1902642,2,2,15
Media Town, Rawalpindi,12,House,33.56273085,73.12496105,5,7,140
Media Town, Rawalpindi,12,House,33.56273085,73.12496105,6,7,135
Media Town, Rawalpindi,11,House,33.56273085,73.12496105,6,6,155
Media Town, Rawalpindi,12,House,33.56273085,73.12496105,6,6,150
Media Town, Rawalpindi,12,House,33.56273085,73.12496105,6,6,140
Media Town, Rawalpindi,12,House,33.56273085,73.12496105,6,6,130
Range Road, Rawalpindi,10,House,33.5752887,73.055875,6,6,95
Range Road, Rawalpindi,10,House,33.5752887,73.055875,6,5,85
Range Road, Rawalpindi,7,House,33.5752887,73.055875,4,4,75
Range Road, Rawalpindi,6,House,33.5752887,73.055875,4,4,43
Range Road, Rawalpindi,5,House,33.5752887,73.055875,4,4,42
Range Road, Rawalpindi,5,House,33.5752887,73.055875,2,2,25
Rawal Town, Islamabad,3,House,33.6843026,73.11776724,1,2,21
Top City 1, Islamabad,10,House,33.5681601,72.8485605,6,6,125
Top City 1, Islamabad,10,House,33.5681601,72.8485605,6,5,110
Top City 1, Islamabad,10,House,33.5681601,72.8485605,6,5,100
Top City 1, Islamabad,10,House,33.5681601,72.8485605,6,4,100
Top City 1, Islamabad,10,House,33.5681601,72.8485605,3,3,55
Top City 1, Islamabad,10,House,33.5681601,72.8485605,3,2,50
Tulsa Road, Rawalpindi,20,House,33.5676269,73.0531832,6,6,180
Adiala Road, Rawalpindi,12,House,33.5649648,73.0660615,5,5,40
Adiala Road, Rawalpindi,5,House,33.5649648,73.0660615,5,5,35
Adiala Road, Rawalpindi,4,House,33.5649648,73.0660615,5,5,25
Adiala Road, Rawalpindi,10,House,33.5649648,73.0660615,6,6,55
Adiala Road, Rawalpindi,20,House,33.5649648,73.0660615,4,4,50
Adiala Road, Rawalpindi,5,House,33.5649648,73.0660615,4,4,36
DHA Defence, Islamabad,20,House,33.6139718,72.9788069,3,3,110
Ghauri Town, Islamabad,5,House,33.5996227,73.1357793,6,5,50
Ghauri Town, Islamabad,11.1,House,33.5996227,73.1357793,5,4,45
Ghauri Town, Islamabad,7.1,House,33.5996227,73.1357793,4,4,35
Ghauri Town, Islamabad,5.6,House,33.5996227,73.1357793,3,2,26
Ghauri Town, Rawalpindi,6,House,33.8022151,72.7501235,2,2,23
Ghauri Town, Rawalpindi,6,House,33.8022151,72.7501235,2,2,23
Ghauri Town, Islamabad,5.6,House,33.5996227,73.1357793,2,2,23
Ghauri Town, Islamabad,3.6,House,33.5996227,73.1357793,2,2,17
I-10 Markaz, Islamabad,0,House,33.6477128,73.03899216,1,2,43
Mumtaz City, Islamabad,8,House,33.5992169,72.8367535,3,2,50
Mumtaz City, Islamabad,6,House,33.5992118,72.8161522,2,2,35
Murree Road, Rawalpindi,5,House,33.5953855,73.0579138,1,2,22
River Hills, Rawalpindi,4.8,House,33.5203595,73.0991604,2,2,55
Rose Garden, Rawalpindi,5,House,33.5874801,73.08575144,3,3,45
Sadiqa Abad, Rawalpindi,5,House,33.6073985,73.0009608,1,2,25
Sadiqa Abad, Rawalpindi,5,House,33.6073985,73.0009608,1,2,25
Soan Garden, Islamabad,10,House,33.562535,73.1534991,3,3,48
Soan Garden, Islamabad,7,House,33.562535,73.1534991,2,2,30
Westridge 2, Rawalpindi,20,House,33.6175671,73.0276852,5,5,130
Defence Road, Rawalpindi,14,House,33.550043,73.0933211,3,3,50
Defence Road, Rawalpindi,10,House,33.550043,73.0933211,3,3,35
Eiffel Tower, Rawalpindi,10,House,33.5147256,73.082492,2,2,55
Green Avenue, Islamabad,5.6,House,33.6678283,73.1553532,4,4,80
Gulshan Abad, Rawalpindi,10,House,33.640304,73.082726,6,6,65
Gulshan Abad, Rawalpindi,10,House,33.640304,73.082726,3,3,35
Misryal Road, Rawalpindi,3.5,House,33.6361694,72.951568,3,3,40
Park Enclave, Islamabad,20,House,33.69234935,73.21855839,6,6,195
Qasim Market, Rawalpindi,6,House,33.6003562,73.03351648,4,4,75
River Garden, Islamabad,7,House,33.5495883,73.1686188,6,5,78
Shehzad Town, Islamabad,9,House,33.6489767,73.16050457,3,3,70
Faisal Colony, Rawalpindi,5,House,33.5795067,73.0390972,4,4,45
Faisal Colony, Rawalpindi,5,House,33.5795067,73.0390972,4,4,45
Pakistan Town, Islamabad,5,House,33.5385093,73.1345102,4,4,70
Peshawar Road, Rawalpindi,7,House,33.6118763,72.99928717,4,4,60
Peshawar Road, Rawalpindi,5,House,33.6118763,72.99928717,4,3,60
Wakeel Colony, Rawalpindi,6,House,33.5952078,73.1003165,4,4,45
Wakeel Colony, Rawalpindi,5,House,33.6361767,73.1003165,2,2,29
Wakeel Colony, Rawalpindi,5,House,33.5952078,73.1003165,2,2,29
Jinnah Gardens, Islamabad,7,House,33.5739984,73.1692993,6,6,70
Karsaaz Villas, Islamabad,20,House,33.7069427,72.9286349,6,5,200
Karsaaz Villas, Islamabad,10,House,33.7069427,72.9286349,5,4,80
Satellite Town, Rawalpindi,20,House,33.6384026,73.0696929,6,8,260
Satellite Town, Rawalpindi,10,House,33.6384026,73.0696929,6,6,265
Shalley Valley, Rawalpindi,5,House,33.59677665,73.01148253,5,5,68
Shalley Valley, Rawalpindi,5,House,33.59677665,73.01148253,4,4,45
Shalley Valley, Rawalpindi,5,House,33.59677665,73.01148253,4,4,40
Fateh Jang Road, Islamabad,24,House,33.6361489,72.9103659,4,3,70
Gulbahar Scheme, Rawalpindi,6,House,33.5852931,73.1134492,2,2,25
Gulistan Colony, Rawalpindi,15,House,33.570708,73.0920455,6,6,155
High Court Road, Rawalpindi,5,House,33.5528168,73.100218,4,4,55
Judicial Colony, Rawalpindi,10,House,33.5953539,73.1355255,6,6,85
MPCHS - Block C, Islamabad,8,House,33.6360669,72.8279381,4,4,50
MPCHS - Block D, Islamabad,6.2,House,33.6812531,72.7945133,6,6,110
MPCHS - Block F, Islamabad,5,House,33.6899569,72.8242622,5,4,45
Naval Anchorage, Islamabad,20,House,33.569581,73.1959189,6,7,170
Naval Anchorage, Islamabad,20,House,33.569581,73.1959189,6,5,150
Bahria Golf City, Islamabad,16,House,33.7853774,73.2793799,4,3,275
CBR Town Phase 1, Islamabad,7,House,33.559213,73.1316657,5,4,95
MPCHS - Block C1, Islamabad,8,House,33.6899569,72.8242622,4,4,70
MPCHS - Block C1, Islamabad,8,House,33.6899569,72.8242622,6,4,70
MPCHS - Block C1, Islamabad,5,House,33.6899569,72.8242622,3,3,45
Shah Allah Ditta, Islamabad,8,House,33.7221359,72.91516494,5,4,80
Shah Allah Ditta, Islamabad,10,House,33.7221359,72.91516494,3,3,70
Islamabad Heights, Islamabad,7.3,House,33.6332371,72.926528,2,2,46
Sher Zaman Colony, Rawalpindi,10,House,33.5623376,73.0448602,4,4,40
Bahria Garden City, Islamabad,40,House,33.5175464,73.1176714,6,6,475
Emaar Canyon Views, Islamabad,24,House,33.5210531,73.1837721,6,5,140
Emaar Canyon Views, Islamabad,10,House,33.5210531,73.1837721,6,5,110
Emaar Canyon Views, Islamabad,24,House,33.5210531,73.1837721,4,4,150
Emaar Canyon Views, Islamabad,16,House,33.5210531,73.1837721,3,3,90
Emaar Canyon Views, Islamabad,11,House,33.5210531,73.1837721,3,3,90
Faisal Town - F-18, Islamabad,15,House,33.6145159,72.8686386,6,6,150
Faisal Town - F-18, Islamabad,8,House,33.6145159,72.8686386,6,6,90
Faisal Town - F-18, Islamabad,8,House,33.6145159,72.8686386,4,4,90
Faisal Town - F-18, Islamabad,8,House,33.6145159,72.8686386,4,4,85
Faisal Town - F-18, Islamabad,7,House,33.6145159,72.8686386,6,4,80
Faisal Town - F-18, Islamabad,7,House,33.6145159,72.8686386,5,4,75
Faisal Town - F-18, Islamabad,8,House,33.6145159,72.8686386,2,2,45
Fazal Town Phase 2, Rawalpindi,6,House,33.6056405,73.1095298,2,2,26
Fazal Town Phase 2, Rawalpindi,6,House,33.6056405,73.1095298,2,2,26
Mirador M3 Village, Islamabad,22,House,33.5217602,73.1822257,5,5,150
PWD Housing Scheme, Islamabad,14,House,33.5888364,72.9278061,7,7,250
PWD Housing Scheme, Islamabad,10,House,33.5888364,72.9278061,6,5,95
PWD Housing Scheme, Islamabad,9.3,House,33.5885083,72.7628892,5,5,88
Bahria Town Phase 1, Rawalpindi,24,House,33.5255518,73.1112206,6,9,220
Bahria Town Phase 1, Rawalpindi,20,House,33.5255518,73.1112206,6,6,250
Bahria Town Phase 1, Rawalpindi,20,House,33.5255518,73.1112206,5,5,400
Bahria Town Phase 1, Rawalpindi,20,House,33.5255518,73.1112206,5,5,330
Bahria Town Phase 1, Rawalpindi,20,House,33.5255518,73.1112206,6,5,270
Bahria Town Phase 1, Rawalpindi,20,House,33.5255518,73.1112206,6,5,230
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,5,5,120
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,7,210
Bahria Town Phase 4, Rawalpindi,22,House,33.5498633,73.1331083,6,5,200
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,150
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,120
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,4,120
Bahria Town Phase 6, Rawalpindi,30,House,33.5498633,73.1331083,6,8,370
Bahria Town Phase 6, Rawalpindi,20,House,33.5498633,73.1331083,6,7,220
Bahria Town Phase 6, Rawalpindi,20,House,33.5498633,73.1331083,6,6,195
Bahria Town Phase 6, Rawalpindi,10,House,33.5498633,73.1331083,6,5,250
Bahria Town Phase 6, Rawalpindi,14,House,33.5498633,73.1331083,7,5,250
Bahria Town Phase 6, Rawalpindi,15,House,33.5498633,73.1331083,6,5,130
Bahria Town Phase 6, Rawalpindi,10,House,33.5498633,73.1331083,5,4,155
Bahria Town Phase 6, Rawalpindi,10,House,33.5498633,73.1331083,5,4,105
Bahria Town Phase 7, Rawalpindi,1.5,House,33.5498633,73.1331083,5,5,25
Bahria Town Phase 7, Rawalpindi,14,House,33.5498633,73.1331083,5,5,150
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,150
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,6,5,150
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,120
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,4,130
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,4,3,80
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,2,2,70
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,135
DHA Defence Phase 1, Islamabad,20,House,33.5274476,73.0570854,6,6,230
DHA Defence Phase 1, Islamabad,20,House,33.5274476,73.0570854,6,6,225
DHA Defence Phase 1, Islamabad,20,House,33.5274476,73.0570854,6,6,150
DHA Defence Phase 1, Islamabad,20,House,33.5274476,73.0570854,6,5,200
DHA Defence Phase 1, Islamabad,11,House,33.5274476,73.0570854,4,3,95
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114831,6,6,270
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114831,6,5,200
DHA Defence Phase 5, Islamabad,20,House,33.5280261,73.1668615,6,6,150
Ghauri Town Phase 2, Islamabad,4,House,33.6185248,73.1263395,3,2,26
Ghauri Town Phase 4, Islamabad,3.5,House,33.606074,73.1307532,5,5,35
Khayaban-e-Sir Syed, Rawalpindi,5,House,33.6349808,73.0478913,2,2,32
Khayaban-e-Sir Syed, Rawalpindi,5,House,33.6349808,73.0478913,2,2,32
Ghauri Town Phase 4A, Islamabad,5,House,33.606074,73.1307532,3,2,25
Ghauri Town Phase 4A, Islamabad,3,House,33.606074,73.1307532,3,2,25
Media Town - Block B, Rawalpindi,11,House,33.5673074,73.122416,6,7,145
Media Town - Block B, Rawalpindi,11,House,33.5673074,73.122416,6,6,130
Media Town - Block C, Rawalpindi,10,House,33.560325,73.1244389,6,6,150
Media Town - Block C, Rawalpindi,12,House,33.560325,73.1244389,6,6,147
Media Town - Block C, Rawalpindi,12,House,33.560325,73.1244389,6,6,140
Media Town - Block C, Rawalpindi,10,House,33.560325,73.1244389,6,6,130
Top City 1 - Block D, Islamabad,10,House,33.6292567,72.8631304,5,4,120
Top City 1 - Block D, Islamabad,10,House,33.6292567,72.8631304,5,4,110
Gulshan Abad Sector 2, Rawalpindi,20,House,33.6536997,73.0810675,6,6,70
Gulshan Abad Sector 3, Rawalpindi,10,House,33.6536997,73.0810675,6,6,75
Gulshan Abad Sector 3, Rawalpindi,20,House,33.6536997,73.0810675,3,3,60
MPCHS - Multi Gardens, Islamabad,5,House,33.6360669,72.8279381,4,4,50
Margalla Town Phase 1, Islamabad,5,House,33.671527,73.1012389,2,1,38
Soan Garden - Block B, Islamabad,7,House,33.5619396,73.1322738,6,4,72
Soan Garden - Block F, Islamabad,20,House,33.5605734,73.1507647,4,4,70
Soan Garden - Block H, Islamabad,6,House,33.5561827,73.1577415,5,4,72
Soan Garden - Block H, Islamabad,7,House,33.5561824,73.1525916,3,2,42
Soan Garden - Block H, Islamabad,7,House,33.5561827,73.1577415,3,2,42
DHA Phase 1 - Sector A, Islamabad,10,House,33.5274971,73.0794983,6,8,140
DHA Phase 1 - Sector C, Islamabad,20,House,33.5274476,73.0570854,6,5,225
DHA Phase 2 - Sector H, Islamabad,20,House,33.5276376,73.1114831,6,9,400
Ghauri Town Phase 4 C2, Islamabad,5,House,33.606074,73.1307532,3,2,22
Gulraiz Housing Scheme, Rawalpindi,10,House,33.5720405,73.0846196,5,5,40
Jinnah Gardens Phase 1, Islamabad,8,House,33.5730769,73.1717173,3,2,32
Tele Garden (T&T ECHS), Islamabad,8,House,33.6292976,72.8758473,3,3,35
Pakistan Town - Phase 1, Islamabad,10,House,33.6170537,73.1200802,5,6,110
Pakistan Town - Phase 1, Islamabad,10,House,33.6170537,73.1200802,6,6,100
Zaraj Scheme - Sector C, Islamabad,10,House,33.514688,73.1429768,5,5,100
Mumtaz City - Ravi Block, Islamabad,7,House,33.5992169,72.8367535,2,2,40
Mumtaz City - Ravi Block, Islamabad,6,House,33.5992169,72.8367535,2,2,35
Samarzar Housing Society, Rawalpindi,3.5,House,33.5262057,73.0484977,2,2,14
Satellite Town - Block C, Rawalpindi,5,House,33.6455173,73.0591648,4,4,100
Bahria Enclave - Sector C, Islamabad,20,House,33.6932161,73.1737062,5,5,180
Bahria Enclave - Sector G, Islamabad,5,House,33.4858467,73.1058886,4,3,65
Bahria Enclave - Sector G, Islamabad,5,House,33.4858464,73.1007386,4,3,65
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,5,5,55
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,6,5,75
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,4,3,75
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,4,3,70
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,3,3,65
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,4,3,65
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,4,3,50
Bahria Enclave - Sector I, Islamabad,9,House,33.6934551,73.211634,6,5,160
Bahria Enclave - Sector M, Islamabad,10,House,33.6948196,73.2142236,6,5,200
Bahria Enclave - Sector M, Islamabad,10,House,33.6948196,73.2142236,5,5,125
Bahria Enclave - Sector M, Islamabad,10,House,33.6948196,73.2142236,4,4,100
Naval Anchorage - Block F, Islamabad,20,House,33.5716886,73.1690887,6,6,180
Naval Anchorage - Block F, Islamabad,20,House,33.5716681,73.1278824,6,6,170
Rail View Housing Society, Rawalpindi,5,House,33.5981158,73.1180581,2,2,20
